example	label	target	dataset
you know how retarded it is to get a “ i ’ m coming to you as a woman ” dm at the age of <number> 😭 😭 😭	offensive	{'None', 'Women', 'Heterosexual', 'Men'}	twitter
<user> police girl as dick cop faggot officer maggot	offensive	{'None', 'Homosexual', 'Women'}	gab
you would have to be really ugly or extremely socially retarded to be a femcel you seen the way dudes act for <number> <number> pussy	offensive	{'None', 'Other', 'Women'}	twitter
wow this guy is seriously retarded he considers racist socialism to be hate speech when practiced by black people but it ok if it done by white people this is so dumb i am tempted to say this thing is subhuman and witnout any valid claims to rights	offensive	{'Other', 'Caucasian'}	gab
no fuckyouandthehorseyourodeinon and while we are at it you are removed from my followers muted for being a retarded homosexual	offensive	{'Homosexual', 'Other', 'Women', 'Men'}	gab
some of y ’ all followers retarded and you know it lmao id block their ass moe	offensive	{'None'}	twitter
that yeboah chick does the most to prove shes street and ghetto like relax sisterin dear	offensive	{'None', 'Women', 'African'}	twitter
a dyke gone call me fake bitch you fake	offensive	{'Homosexual', 'Women'}	twitter
<user> those are invaders not refugees they are exactly the reason borders are defended in the first place	offensive	{'None', 'Refugee'}	twitter
<user> islamphobes are so annoying as well right	offensive	{'None', 'Islam'}	twitter
<user> we have a lot refugees we can share a little bit 😂	offensive	{'Refugee', 'Women', 'Men'}	twitter
saying the n word if you ’ re white means you ’ re racist and saying the f word if you ’ re straight means you ’ re homophobic idc what u say	offensive	{'None', 'Homosexual', 'African'}	twitter
<user> patriot defended america against radical jihadists who put humans in cages and burn them alive	offensive	{'Islam'}	twitter
it legal to kill apostates in <number> muslim countries twitter muslims omg stop obsessing over islam haha	offensive	{'Islam'}	twitter
i wasn t always racist in fact my time in the military changed that watching niggers meander around the shop while all the whites worked and seeing goat fucking towelheads who could not do a proper jumping jack tends to change ones perception of what is and is not equal	offensive	{'African', 'Islam', 'Arab'}	gab
<user> he should go hug a crucifix the way <user> hugs a flag that ’ ll cure him of illness ailments and homosexuality	offensive	{'None', 'Homosexual'}	twitter
got my mail all women home in the afternoon met one at mailbox she get people magazine delivered i pointed to her mag and asked how old were you when you began to hate the truth she made a dirty asian face at me	offensive	{'None', 'Asian', 'Women'}	gab
you takin shots at a bitch that ’ ll neva care	offensive	{'None', 'Women'}	twitter
damn i hate this bitch	offensive	{'None', 'Women'}	twitter
you negroes are really paying the portion of a light bill to watch jhene aiko murmur in c4 about situationships chile	offensive	{'African'}	twitter
all asians are ant people except maybe japs	offensive	{'Asian'}	gab
conservative goddess laura ingraham warns we are creating a whole new generation of entitlement minded illegal immigrants because we are not enforcing the rule of law across the board gabfam speakfreely chat gop americans trump	offensive	{'Refugee'}	gab
<user> <user> a closeted gay man named donald trump	offensive	{'Homosexual'}	twitter
<user> same for white nationalism and fascism that ’ you	offensive	{'Hispanic', 'None', 'Caucasian', 'Arab', 'African', 'Asian'}	twitter
oh no white gun boy on facebook living in his girlfriend ’ grandma ’ house rent free has another opinion about bernie	offensive	{'None', 'Caucasian'}	twitter
<user> she gotta take up for the black man but the one she is taking up for is a muslim and not for this country racist mind	offensive	{'African', 'Islam'}	twitter
taking down these knotless braids ghetto ass fuck i quit 😂	offensive	{'None', 'African'}	twitter
<user> tag that idiot she did not even see the quoted tweet aa gayi baat karne bedimaag besharam	offensive	{'None', 'Islam'}	twitter
<user> <user> why do jews constantly have this dead resentful stonefaced look about their faces	offensive	{'Jewish'}	twitter
why am i only seeing arabs attack that wolfie female	offensive	{'Women', 'Arab'}	twitter
<user> kur lexon nicen smart kur nuk e lexon retarded	offensive	{'None'}	twitter
<user> someone give me muslim accounts to follow i wanna practice my lying	offensive	{'None', 'Islam'}	twitter
coronavirus gone platinum with no features and she ain ’ t even hit africa yet beyonce has been mighty quiet	offensive	{'None', 'African'}	twitter
how is keeping schools open going to do ‘ more harm than good ’ this is a fucking pisstake	offensive	{'None', 'Other'}	twitter
<user> all three are illiterate retarded and have nothing to qualify in giving me advice	offensive	{'None', 'Other'}	twitter
only those who already had high iqs would have been able to move to winter lands not that the winter made them intelligent really retarded logic from those who spread the theory john is talking about	offensive	{'None', 'Other'}	gab
if u think im cute u gay cus my boyfriend bought my bundles lmao	offensive	{'None', 'Homosexual'}	twitter
wonho be like “ who want me 😍 ” bitch monsta x	offensive	{'None'}	twitter
<user> he him lesbians are usually women who have internalized misogyny or trans men with internalized transphobia	offensive	{'Homosexual', 'Women'}	twitter
the alt right is the one ghetto gays are really having trouble gentrifying	offensive	{'None', 'Homosexual', 'Other'}	gab
deadass moved to biz to get away from ghetto ass natives who steal from me damn i must be that fucking cool for people to steal my shit 🤣 🤣	offensive	{'Indigenous', 'African'}	twitter
“ i wanna spank ur creamy ass until it turns pink ” sir i am a negro	offensive	{'African', 'Caucasian'}	twitter
when meg said “ then bitches ’ ain ’ t gon give it to you right i felt that ” i mean tbh b.i.t.c.h. is a shhmood	offensive	{'None', 'Women'}	twitter
<user> google “ virus ” you utter retard	offensive	{'None', 'Other'}	twitter
im <user> cuz ur retarded 💁 🏽 ‍ ♀ ️	offensive	{'None', 'Other', 'Women', 'Men'}	twitter
i showed my mom my main hoe cuz i ’ m on a walk w her and she said we ’ d have cute kids like no ma ’ am he ’ a hoe not a bf bye	offensive	{'None', 'Men'}	twitter
bitches be on they 1 7 th drug dealer sad amp depressed baby maybe u need a nigga who work at kohl ’ warehouse or something 😭 😂 💀	offensive	{'None', 'African'}	twitter
<user> <user> your mother was gang raped and gave birth to you	offensive	{'None', 'Women'}	twitter
are you being sarcastic like retarded on purpose	offensive	{'None', 'Other'}	gab
lol still thinking about the nazi hunter busting out the long swords after like two days of quarantine this shit is gonna get wild	offensive	{'None'}	twitter
keverc <number> hours ago hey george i hope you enjoy hell you evil piece of shit we all know you got rich off of stealing the wealth of countless jews you helped sent to the camps for extermination ﻿	offensive	{'Other', 'Jewish'}	gab
never in my life will you see me date a white butch lesbian i will never do that to myself	offensive	{'None', 'Homosexual', 'Caucasian', 'Women'}	twitter
white athletes protesting white genocide or black on white violence would make some serious news imagine a white college football player kneeling during the anthem and saying he did it to protest the 2 0 k white girls that blacks rape and sexually assault every year	offensive	{'Women', 'African', 'Men', 'Caucasian'}	gab
<user> how many women have been raped by uber drivers and when ’ uber paying their <number> billion vat bill	offensive	{'None', 'Other'}	twitter
call me homophobic but wearing shirts that proclaim your a daddy dom top or a hungry twink bottom is weird and you should not do that	offensive	{'None', 'Homosexual'}	twitter
hardly whitesharia is not sandnigger sharia the latter is a cheap knockoff of the former aryans have been patriarchal since before they poured out of the ukraine to conquer europe india and the near east	offensive	{'Islam', 'Arab'}	gab
would some canadian patriot please maroon this faggot on an ice floe before he totally destroys your country	offensive	{'Homosexual', 'Men'}	gab
i ’ m convinced all white girls are hoes	offensive	{'Caucasian', 'Women'}	twitter
i heard on the radio that neo nazis and white supremacists gangs were planning on deliberately spreading coronavirus to cops and jews lmao	offensive	{'None', 'Jewish'}	twitter
pretty and ghetto the type of bitch that won ’ t even say hello 👋	offensive	{'None', 'Women', 'African'}	twitter
told my special ed friend to freestyle on beat nigga was going retarded 🔥	offensive	{'African'}	twitter
<user> <user> <number> of uk deaths from covid19 are from the muslim community i wonder why	offensive	{'Islam'}	twitter
<user> ghetto it ’ the fuck ghetto lol	offensive	{'African'}	twitter
i got to pay for my own birthday nails ghetto	offensive	{'None', 'Other', 'African'}	twitter
<user> this bitch still around damn	offensive	{'Other', 'Women'}	twitter
<user> hopefully they are kept out looks like just a bunch of men they aren ’ t refugees	offensive	{'Refugee', 'Men'}	twitter
<user> <user> eat shit nazi	offensive	{'None', 'Other', 'Caucasian'}	twitter
jesus better run from the gang stalker real man killing nazi americans	offensive	{'None', 'Jewish', 'Caucasian'}	twitter
who still argue in <number> that ’ ghetto 🙄 😒	offensive	{'None', 'Other', 'African'}	twitter
italian leftist communist unelected and terrorist government is about to give away italian citizenship to every illegal immigrant in italy but other eu countries are not happy because scores of african and arab thugs would also automatically become european citizens d d d	offensive	{'Refugee', 'African', 'Arab'}	gab
<user> anybody who finds why they are doing here to be a bad thing has a retarded brain	offensive	{'None', 'Other'}	twitter
<user> if bitchslapping means ridiculing telling them off am all for it they ought to start by taking a 🔴 red pill and be asked what their position on the migrant gang rape of a defenseless women in a wheelchair is ⛈	offensive	{'Hispanic', 'Refugee', 'Women', 'Men'}	gab
swedish police chiefs agree to start bombing native swedish neighbourhoods to drive racists out of their homes and make them seek refuge elsewhere only then will they learn about empathy and stop regarding foreign refugees as the other mega	offensive	{'None', 'Refugee', 'Other', 'Caucasian'}	gab
this is real ghetto	offensive	{'None', 'Other', 'African'}	twitter
i need a new gay hashtag i got cute pictures to post dammit	offensive	{'None', 'Homosexual'}	twitter
<user> <number> m dollars for immigrants lmao epic american win	offensive	{'Refugee'}	twitter
didnt you all realize huma weiner was hiding something when she separated from carlos danger i bet the muslim brotherhood has her halfway back to saudi arabia by now maga gabfam draintheswap	offensive	{'Arab', 'Islam'}	gab
nobody forces blacks to take welfare nobody forces white women to be dirty whores look at the muslums enforcing their morality in the west they do not give a fuck if bitch decides to show ankle bitch get honor killed	offensive	{'Caucasian', 'Arab', 'African', 'Women', 'Islam'}	gab
treating black folk as if they are retarded and can not handle construction criticism a countries laws social expectations and the difference between right and right is what the virtue signalers do and they are most often white savior progressives	offensive	{'None', 'African'}	gab
ds does not remove posts like weevs because weevs post is not illegal it removes jidf faggots telling people to kill cops n shit	offensive	{'Homosexual', 'Other'}	gab
lol now im worried i will post my dressing up as bts albums pics and someone is gonna bash me for being muslim and posting my outfit	offensive	{'None', 'Islam'}	twitter
<user> paris is the ghetto i hated it there 😭	offensive	{'None', 'African'}	twitter
drinking by myself how ghetto	offensive	{'None', 'Other', 'African'}	twitter
the singularity already happened retard where do you think you even came from	offensive	{'None', 'Other'}	twitter
upgraded to a real ass bitch you hate to see it	offensive	{'None', 'Women'}	twitter
quarantime got them muslimah feelin hawrny daia <user>	offensive	{'Islam'}	twitter
<user> bhakts may not agree for 3 6 crore muslim population	offensive	{'Islam'}	twitter
fuck you pikachu is good and pure and a childrens idol fuck you fuck you i hate you now	offensive	{'None', 'Other'}	twitter
<user> did not finish i found the quiz retarded	offensive	{'None'}	twitter
sorry but it ’ best not to post y ’ all boos bc then y ’ all out here lookin like retards makeitanofacenocase	offensive	{'None'}	twitter
it ’ a crime to put illegal aliens before americans and i ’ m f ’ kng sick of it	offensive	{'Refugee', 'Women', 'Men'}	twitter
<user> <user> hear u really are retarded	offensive	{'None', 'Other'}	twitter
you lost me when you gave another bitch the privilege to feel like she got you how i got you 👌 🏽	offensive	{'None', 'Women'}	twitter
having bd drama is so ghetto like just leave me and my child alone weird ass bitch	offensive	{'None', 'Other', 'Women'}	twitter
finally got my first twitter jail sentence for calling a goatfucker a goatfucker while they whinged about poor oppressed muslims being kicked out of myanmar for slaughtering the buddhists i should start using this site more	offensive	{'Buddhism', 'African', 'Islam'}	gab
stupid bitch not paying attention looking for something in her car almost crashed right into me my life be flashing right before my eyes	offensive	{'None', 'Women'}	twitter
<user> <user> no they ain t sweetie atlus is homophobic lmao 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 sick delusional fuck	offensive	{'None', 'Homosexual', 'Women'}	twitter
<user> <user> you retards elected and started worshiping the antichrist god sent a plague repent asshole	offensive	{'Christian', 'None'}	twitter
millions died for this system they despise millions died for this system that pays them millions per year there is a whole continent in africa for you nfl faggots	offensive	{'Homosexual', 'African'}	gab
<user> <user> the rest of the world thinks you ’ re a racist homophobic sex criminal	offensive	{'None', 'Homosexual'}	twitter
<user> it by this weird guy who sexualizes and writes smutty fics about lesbian ships 😭 we will be dragging him	offensive	{'None', 'Homosexual', 'Women'}	twitter
fuck a blunt nigga need a backwood 🤦 🏽 ‍ ♂ ️	offensive	{'African', 'Men'}	twitter
ugly women posting selfies is harassment	offensive	{'Women'}	twitter
<user> nigga u gay 😭 😂	offensive	{'Homosexual', 'African'}	twitter
now she ’ being a fucking nazi terrorist and i ’ m a republican communist or something	offensive	{'None', 'Other'}	twitter
if the jews had more swag	offensive	{'None', 'Jewish'}	twitter
<user> but i have nobody to be gay for	offensive	{'Homosexual'}	twitter
<user> <user> fuck you retard	offensive	{'None', 'Other'}	twitter
<user> kneel before ibraheem bitches	offensive	{'Women', 'Islam'}	twitter
<user> bollywood movies cheese naan and violently abusing immigrants	offensive	{'None', 'Refugee'}	twitter
when he calls you his retarded cum dumpster 🥰 💘	offensive	{'None', 'Women', 'Heterosexual'}	twitter
<user> <user> just stand up retard	offensive	{'None', 'Other', 'Men', 'Women'}	twitter
<user> bruh isp aint shit especially if theyre nosy conservative arabs 💔 take ur precautions	offensive	{'Arab'}	twitter
<user> i ’ m in the ghetto rama da dan	offensive	{'African', 'Islam'}	twitter
this shit is ghetto	offensive	{'Other', 'African'}	twitter
when bitches say this is real you are real yes even real or not real it just hits different	offensive	{'Women'}	twitter
<user> spray water on me if gay	offensive	{'Homosexual'}	twitter
<user> you are a retarded twat that spouts a scewed agenda with misinformation	offensive	{'None', 'Other', 'Women', 'Men'}	twitter
<user> this ghetto af gimme one	offensive	{'None', 'African'}	twitter
<user> <user> they need to have their own movement separated from lesbian and gay movements cuz they ’ re really not the same	offensive	{'None', 'Homosexual', 'Women', 'Men'}	twitter
<user> jews are the real nazis	offensive	{'Jewish'}	twitter
i miss u negro <user>	offensive	{'African'}	twitter
i need one nigga to test my sexual limits w ya kno im a youngin 🤷 🏽 ‍ ♂ ️	offensive	{'African'}	twitter
aw why god be tryna send bitch ass niggas in my life 😭 😭 😭	offensive	{'African', 'Women'}	twitter
<user> <user> if biden raped your wife ’ friend would u report on it	offensive	{'None'}	twitter
<user> i figured it i was gay i get so mad at incels yet i feel identified with them i hate this lol	offensive	{'Homosexual', 'Men'}	twitter
bad asf ghetto bitch lmao	offensive	{'None', 'African', 'Women'}	twitter
<user> nope the gays do	offensive	{'Homosexual'}	twitter
<user> is canada where all that arabs people live i thought it was part of america	offensive	{'None', 'Arab'}	twitter
i can not believe how fucking retarded people are	offensive	{'None', 'Men'}	twitter
bitches be with african niggas talkin about “ with papi 🥰 ” nah bitch you with baba 😫 😭	offensive	{'African'}	twitter
<user> <user> you are right i hate you and jayden and others more than most	offensive	{'None'}	twitter
<user> i hate you	offensive	{'None', 'Jewish'}	twitter
thinking about the fact that neo nazi author gregory hood is actually an italian shithead called kevin deanna it marvelous	offensive	{'None', 'Other', 'Caucasian'}	twitter
<user> it make poor ghetto trailer park people feel better	offensive	{'None', 'Other'}	twitter
<user> tbh u ’ re one of the most retarded croissant i ’ ve ever met yet 😦	offensive	{'None', 'Refugee'}	twitter
<user> straight but upper middle class and likes to be trendy probably has gay friends	offensive	{'Homosexual'}	twitter
<user> she cares more about opening the economy then all those who have dies from gun violence dana the witch at it again	offensive	{'None', 'Women'}	twitter
i wish i wouldn ’ t of fucked that bitch she insane	offensive	{'None', 'Other', 'Women'}	twitter
it be the same hoes talking shit in a group chat that ’ insecure asf in real life by themselves 😭	offensive	{'None', 'Women'}	twitter
<user> everybody is like “ omg delete this ” “ you ’ re so gay ” nah this is <number> this stupid bitches fault plus she recorded it 💯 💯 go isma 😹 😹	offensive	{'None', 'Homosexual', 'Women', 'Men'}	twitter
<user> <user> thoughts on ralph being a kike	offensive	{'Jewish'}	twitter
this bitch keep wearing weave i told her grow inches	offensive	{'Other', 'Women', 'African'}	twitter
<user> stop the illegal immigrants entering our country aided and abetted by our useless border farce patrol boats and the rnli	offensive	{'Refugee'}	twitter
as always the blacks who are taking the knee and liberals are makeing this about race which is a big lie that is what i expected from these sons of bitches boycottnfl negrofelonleague	offensive	{'African'}	gab
best comment in the og thread feminism is needed nowadays it flags undatable and crazy women so the world can avoid them more easily	offensive	{'Women'}	gab
am i the only one who hasn ’ t tried white claws lmao	offensive	{'Hispanic', 'None'}	twitter
y ’ all hoes really lurking 🥴	offensive	{'Women'}	twitter
what you want smoke or something bitch	offensive	{'None', 'Women'}	twitter
they will get raped anyway at this point nothing matters but to ensure that they do not get abducted or raped into pregnancy by the other tribes think of them as machines that produce babies and literally listen to whoever is in power	offensive	{'None', 'Women'}	gab
all because some scumbag capitalists refuse to pay tax looking at the damned jews	offensive	{'Jewish'}	twitter
<user> some jews are anti zionists doesnt that say alot	offensive	{'Jewish'}	twitter
ohh it capable of learning see your post do not look as retarded without your little emojis in them	offensive	{'None', 'Other', 'Women', 'Men'}	gab
regrets the more i think about it these ignorant morons should be on both knees thanking god someone rescued them from the ghetto they crawled out of or many would be dead or in jail right now	offensive	{'Other', 'African'}	gab
<user> nigga read it again my following going down cause niggas gettin susd not my followers retard 😹 👎 🏽	offensive	{'None', 'African'}	twitter
<user> do not include egypt we are not arabs	offensive	{'Arab'}	twitter
if it helps remember that the players owners city governments sponsors broadcasters and advertisers want you broke dead your kids raped and brainwashed and they think it funny	offensive	{'None', 'Other'}	gab
apparently not in the us 😭 this place is so ghetto	offensive	{'None', 'Refugee', 'Other'}	twitter
assuming jeff already is a trillionaire if he was to be muslim he ’ d pay £ <number> billion zakat	offensive	{'None', 'Islam'}	twitter
this bitch in greys got mad at her husband so she bought the hospital that he works at power move but like extra	offensive	{'None', 'Women'}	twitter
<user> kill bitch i had to google his ass 😭 😭	offensive	{'None', 'Women'}	twitter
full retard defined the belief that the use of physical violence is desirable to forcefully bring about unanimity of opinion	offensive	{'None', 'Other'}	gab
i bet you just dislike sonicfox because he gay no i dislike him because he black	offensive	{'Homosexual', 'African'}	twitter
matt healy is homophobic and racist and i don ’ t want to hear anyone say otherwise	offensive	{'Homosexual', 'Other', 'Caucasian'}	twitter
this loser can hate america on twitter and i get suspended for calling lebron james what he is ghetto trash	offensive	{'Other', 'African'}	gab
let make one thing clear you niggas did not have money before the pandemic that why all these hoes was gay 🤫	offensive	{'Homosexual', 'African', 'Women'}	twitter
<user> <user> another group of feminazis released in to society yikes	offensive	{'Other', 'Women'}	twitter
<user> yo not gay its wit da bois	offensive	{'None', 'Homosexual'}	twitter
ur mom gay	offensive	{'Homosexual'}	twitter
<user> <user> that if they can navigate round the dinghy filled so called refugees mostly men on there way from france	offensive	{'Refugee', 'Other', 'Men'}	twitter
president trumps opinion get the son of the bitch off the field is legitimate comment since protests were made in workplace not explicitly covered by constitution owners could discipline players	offensive	{'None', 'Other', 'African'}	gab
<user> you can not grab a person firearm and start punching them and trying to take it you utter fucking retard	offensive	{'None', 'Other'}	twitter
stop being obtuse you know damn well majority of all mexicans are not white hence why you people bitch and moan about white genocide which is why u love him if it were white european immigrants you would not care neither would trump they are not white	offensive	{'None', 'Other', 'Caucasian'}	gab
don ’ t be bitching when you get that same energy playa what ever goes around comes around pongase trucha 🤟 🏼	offensive	{'None', 'Other'}	twitter
here mfs go driving retardrd af	offensive	{'None'}	twitter
yo mama so based she exposed a nazi	offensive	{'None'}	twitter
which prison is he going to we need to get this guy raped and suicided in his cell	offensive	{'None', 'Other'}	gab
refugees welcome but no irish comedies have to be poorly written now so that mexicans and asians will get the jokes yeah you know what life is too short to listen to this radiohead album mpcstatusupdates	offensive	{'Hispanic', 'Refugee', 'Asian'}	gab
i feel so bad for people who learned arabic amp decide to talk to arabs baby you are gonna sound like a spacetoon mbc3 character	offensive	{'Arab'}	twitter
kpop stans are so racist towards asians	offensive	{'None', 'Asian'}	twitter
<user> today <user> brought up a good point they used to be called orientals make asians orientals again maoa	offensive	{'Asian'}	gab
<user> <user> it the jews not europeans stop shifting blame on gentiles	offensive	{'Jewish'}	twitter
i be so tight when my brother bring white bitches home like mcht	offensive	{'None', 'Caucasian', 'Women'}	twitter
bts making go on that ghetto ass orange app why can ’ t y ’ all just put everything on spotify please	offensive	{'None', 'Other', 'African'}	twitter
my dad such a bitch in so many ways i hope he gets his one day for all the shit he put me through	offensive	{'None', 'Other'}	twitter
<user> it was its just everyone on anitwit is retarded	offensive	{'None', 'Other', 'Women', 'Men'}	twitter
not a fan of the police force but acab is retarded imo	offensive	{'None', 'Other'}	twitter
<user> <user> “ pushed ” lmao she fell fucking forward get this retard shit outta here	offensive	{'None', 'Other'}	twitter
liberals are retarded conservatives are retarded libertarians are retarded pretty much everyone is retarded but me	offensive	{'None', 'Other'}	gab
<user> you confound arabs with north africains white people romains and iberian origin and i am the illiterate how many languages do you speak doctor in geography which is pointing africa in the arabic peninsula i speak <number> like a native sucker	offensive	{'None', 'Islam'}	gab
anything but face up to the biggest problem black people have black culture a one eyed illiterate indian chinese immigrant can come to the us have a child send them to black ghetto school and they totally outperform blacks and go to a top college do not commit much crime etc	offensive	{'Asian', 'African'}	gab
<user> the person who runs the page is some yt gay kid r we even surprised 🗿	offensive	{'Homosexual'}	twitter
gope still does not get it worthless windbags despite getting multiple fuck yous from america you retarded think it no big deal fuck off mccockbreath ryan and all the other fags	offensive	{'None', 'Homosexual'}	gab
arabs wanna scream one umma but when shit hits the fan they mad quiet	offensive	{'Arab'}	twitter
<user> it same when you enter any islamic ghetto	offensive	{'Islam'}	twitter
no need to dox i read an article that west point has already opened an investigation into this dumbassery he fucked up big time making sich a retarded political statement while in uniform i reckon the only place left for him to go will be starbucks	offensive	{'None', 'Other'}	gab
i heard a black girl hit a security guard dyke wit the meanest “ shut up bitch ” i ever heard in atlanta i was cryin dog	offensive	{'None', 'Women'}	twitter
<user> <user> i am proud to oppose islam and oppose the islamification of our country	offensive	{'Islam'}	twitter
dis situation really showed me how unaware and retarded dese celebrities are dawg just fools wit bread	offensive	{'None', 'Other'}	twitter
we need to take on police unions they protect these nazis in blue uniforms we see out there terrorizing people	offensive	{'None', 'Other', 'Caucasian', 'Men'}	twitter
<user> <user> you could feel them could you this right here this is why you are retarded	offensive	{'None', 'Other'}	twitter
<user> <user> he ’ a <number> percenter far right nazi trumper	offensive	{'None', 'Jewish', 'Other'}	twitter
u need violence to get ur point across fuck these police everytime they kill someone innocent we gotta burn something down	offensive	{'None', 'Other'}	twitter
<user> but what do the riots have to do with fact checking the holocaust	offensive	{'None', 'Jewish', 'Other'}	twitter
<user> why do you talk just like a muslim from gaza	offensive	{'None', 'Islam'}	gab
im watching arabs inside the mind of an igl rn	offensive	{'Arab'}	twitter
<user> we lost ww2 the nazi came to america operation paperclip and became our cia fbi nasa all the abc agencies basically	offensive	{'None', 'Jewish', 'Caucasian'}	twitter
now that women in saudi arabia can drive they have a fighting chance to escape the isiamist captors who enslave them maga tcot pjnet	offensive	{'Women', 'Islam'}	gab
and where was this energy when hundreds of immigrant children went missing in the hands of the government fuck yall	offensive	{'None', 'Refugee', 'Other'}	twitter
<user> for someone so powerful you sure do like licking nazi boot like a bitch	offensive	{'None', 'Women'}	twitter
i would not mind bitch slapping him around for several minutes that for sure	offensive	{'None', 'Men'}	gab
i have told you all that the purses been open and the fact that they did not reveal the amount or the organisation bts muslim	offensive	{'Islam'}	twitter
women betray the hubby is retarded if he stands by her he probably never saw it coming she must have made him jump through hoops	offensive	{'None', 'Women'}	gab
reminder you are retarded	offensive	{'None', 'Other'}	twitter
it outrageous twitter is always slapping my hand but i must ve hurt the feelings of ghetto trash lebron got suspended for telling the truth	offensive	{'African'}	gab
chrisf206 chrisf206 <number> hours ago watch some episodes of cops and tell me blacks are being singled out for no reason ghetto blacks are fuck ups plain and simple ﻿	offensive	{'African'}	gab
<user> <user> mohamed didn ’ t keep any slaves you nazi bigot mohamed and islam are a religion of peace blacklivesmatteruk	offensive	{'African', 'Arab', 'Caucasian', 'Islam'}	twitter
<user> nigga said <number> like i won ’ t fly her out just to fuck	offensive	{'African', 'Women', 'Arab'}	twitter
this is the reality of islam we do not want this on our soil end creeping sharia end muzslime takeover of usa	offensive	{'Islam'}	gab
now do one of vox as a moslem woman getting stoned to death	offensive	{'Arab', 'Women', 'Islam'}	gab
my daily fuck <user> tweet go die you neonazi dick	offensive	{'None', 'Other'}	twitter
i need my bad bitch mentality back lol	offensive	{'None', 'Women'}	twitter
hannah baker was a bitch wtf	offensive	{'None', 'Women'}	twitter
dear white america we gave them the vote we gave them equality we gave them our cities we gave them ebt housing affirmative action we gave them stardom multi million dollar salaries guess what they still hate you they will always hate you stop apologizing white man fight back	offensive	{'Women', 'None', 'African', 'Men'}	gab
<user> whatchu are <user> is a self hating homosexual who has to pay for your homosexual desires	offensive	{'Homosexual'}	twitter
loqueesha loqueesha let down yo weave bitch	offensive	{'African'}	gab
why the fuck is this fatneck musclehead retard on my tl holy shit	offensive	{'None', 'Christian'}	twitter
u wanna be a gay sad faggot or u wanna be dope and sweet	offensive	{'Homosexual', 'Other'}	twitter
<user> <user> girl im watchin that shit for free hella ghetto on bing on my tv 😂 😂 😂 😂	offensive	{'None', 'African', 'Women'}	twitter
there a key economic concept called sunk cost that seems applicable here men should always apply it to women who fatally disappoint cruel justice is not worth contemplating find younger tighter hotter then express your soulful love	offensive	{'Women'}	gab
ghetto is something the individual allows to take root in them etiquette social skills and determination can propel you out of said ghetto individuals like dr carson and prince are exemplary examples welfare has reduced black population tools of the establishment	offensive	{'Other', 'African'}	gab
i will never take the gym for granted again home workouts are ghetto 😫	offensive	{'None', 'Other'}	twitter
watch muslim twitter say shit like voice notes are haram if ur a woman	offensive	{'Women', 'Islam'}	twitter
<user> this would be funny if it wasn t so scary how retarded can democrats get	offensive	{'None', 'Other'}	twitter
it ’ only <number> and we ’ re struggling chile get it together unless y ’ all wanna be bullied by retardi gang	offensive	{'None', 'Other'}	twitter
support white power or earn brown muslim power defendeurope	offensive	{'Men', 'Caucasian', 'Arab', 'Women', 'Islam'}	gab
otoh you might just be retarded and failing at trolling along with the rest of your life	offensive	{'None', 'Other'}	gab
<user> homo we go lesbians	offensive	{'Homosexual', 'Women'}	twitter
<user> somali refugees getting the job of signing up for welfare done right every time	offensive	{'Refugee', 'Arab'}	twitter
amaka so you are now in a man house because of foodstuffs you are no longer lesbian	offensive	{'Homosexual', 'Women'}	twitter
<user> stupid retarded slut	offensive	{'None', 'Other', 'Women'}	twitter
i just watched the ghettoest snapchat in my entire life	offensive	{'None', 'African'}	twitter
all illegal aliens crossing into to canada will be held pending a hearing of their refugee claims in an igloo village being built in moosenee ontario on the james bay coast oil lamps for heat light will be supplied free of charge	offensive	{'Refugee', 'Men', 'Hispanic', 'Arab', 'Women', 'Indigenous'}	gab
<user> <user> white race people do not like negro people	offensive	{'African', 'Caucasian'}	twitter
i do not even have to argue against the philosophical concept the belief that there is any way to accomplish the stated goals forced expulsion is completely delusional until racetards have a viable plan they are just engaging in a pointless retard circle jerk but whatever keeps them busy	offensive	{'None'}	gab
<user> ew imagine standing a group of asians that fuck eachother	offensive	{'Asian'}	twitter
<user> why would a stud suck a strap that ’ gay as hell lmao	offensive	{'Homosexual'}	twitter
<user> <user> talk about retarded what a stupid gif you appear to be the poster boy for it	offensive	{'None', 'Other'}	twitter
if you wanna listen to gay music for gay people listen to icp there is so much homoerotism in some of their songs	offensive	{'Homosexual'}	twitter
nfl players all stood last night spin it however that is a trump win the gay little arm locking is just a face saving offramp	offensive	{'None', 'Homosexual', 'Men'}	gab
<user> she should of raped and abused young white girls <user> would of turned a blind eye	offensive	{'None', 'Women'}	twitter
<user> is every young person in america retarded	offensive	{'None', 'Other'}	twitter
<user> wow you really set the bar really low with this one i get it about the house but you ’ re ghetto af	offensive	{'None'}	twitter
hindu army ’ disrespecting islam now 🙄 acting like your countries don ’ t mass murder them on a bi yearly basis stfu	offensive	{'Hindu', 'Islam'}	twitter
force normies to choose between well dressed white men with american flags and smelly commie faggots with soviet flags antifa attacks us in such a scenario they lose antifa does not attack us they lose	offensive	{'Homosexual', 'Other', 'Caucasian', 'Men'}	gab
some ghetto shit always happening amp cutting the functions short	offensive	{'None', 'Other'}	twitter
hm changing the minds of whites how about a white only informal labor exchange to bind the economic social and political interests of whites otherwise you offer nothing the jew system already offers them	offensive	{'Jewish'}	gab
